"id_empenho","id_minuta_empenho","numero_empenho","situacao_empenho","descricao_situacao_empenho","tipo_documento_empenho","descricao_tipo_documento_empenho","status_processamento_empenho","ug_responsavel_empenho","ug_emitente_empenho","descricao_ug_emitente_empenho","fonte_recurso_empenho","plano_interno_empenho","ptres_empenho","grupo_natureza_despesa_empenho","natureza_despesa_empenho","subitem_empenho","categoria_despesa_empenho","modalidade_despesa_empenho","cnpj_beneficiario_empenho","nome_beneficiario_empenho","uf_beneficiario_empenho","numero_ro_empenho","data_emissao_empenho","prioridade_desbloqueio_empenho","valor_empenho","id_plano_acao","codigo_ibge_municipio","codigo_ibge_uf"
"49292","2025NME000050198","2025NE002324","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253147","4","444041","27","INVESTIMENTO","40","08739930000173","MUNICIPIO DE NOVA PALMEIRA","PB","2025RO002397","2025-09-02","19","396000","78001","2510303","25"
"45674","2025NME000046580","2025NE003319","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252717","3","334041","31","CUSTEIO","40","11361250000173","SERRITA","PE","2025RO003394","2025-09-10","28","297000","76485","2614006","26"
"53613","2025NME000054519","2025NE003535","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252762","4","444041","21","INVESTIMENTO","40","03342938000188","MUNICIPIO DE INOCENCIA","MS","2025RO003610","2025-09-10","16","792000","83348","5004403","50"
"49425","2025NME000050331","2025NE004125","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253122","4","444041","35","INVESTIMENTO","40","29138336000105","MUNICIPIO DE SAO JOAO DE MERITI","RJ","2025RO004200","2025-09-10","2","434798.1","78286","3305109","33"
"45762","2025NME000046668","2025NE005507","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253257","3","334041","33","CUSTEIO","40","41522160000188","MUNICIPIO DE CORONEL JOSE DIAS","PI","2025RO005589","2025-10-17","41","198000","75459","2202851","22"
"54031","2025NME000054937","2025NE005952","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252798","4","444041","39","INVESTIMENTO","40","88601943000110","MUNICIPIO DE DOM FELICIANO","RS","2025RO006034","2025-10-17","43","396000","83769","4306502","43"
"55160","2025NME000056066","2025NE006432","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253060","4","444041","39","INVESTIMENTO","40","87489910000168","MUNICIPIO DE SAO PEDRO DO SUL","RS","2025RO006514","2025-10-17","3","990000","84915","4319406","43"
"53185","2025NME000054091","2025NE005977","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252688","4","444041","48","INVESTIMENTO","40","01613094000137","IPUEIRAS","TO","2025RO006059","2025-10-17","2","594000","82947","1709807","17"
"48358","2025NME000049264","2025NE006754","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252848","4","444041","42","INVESTIMENTO","40","01613031000180","MUNICIPIO DE RORAINOPOLIS","RR","2025RO006836","2025-10-17","13","1782000","76028","1400472","14"
"51094","2025NME000052000",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252909","4","444041","21","INVESTIMENTO","40","03162047000140","MUNICIPIO DE JARDIM","MS",,"2025-07-29","80","990000","80666","5005004","50"
"55062","2025NME000055968","2025NE001138","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253033","4","444041","17","INVESTIMENTO","40","01612544000177","CONCEIÇÃO DO LAGO-AÇU","MA","2025RO001211","2025-09-02","24","990000","84818","2103554","21"
"52870","2025NME000053776","2025NE001162","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252623","4","444041","13","INVESTIMENTO","40","01612674000100","MUNICIPIO DE BREJETUBA","ES","2025RO001235","2025-09-02","112","1485000","82580","3201159","32"
"48319","2025NME000049225","2025NE001423","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252846","4","444041","37","INVESTIMENTO","40","08348989000130","ANTÔNIO MARTINS","RN","2025RO001496","2025-09-02","60","396000","75979","2400901","24"
"52265","2025NME000053171","2025NE001826","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252509","4","444041","23","INVESTIMENTO","40","01625189000170","MUNICIPIO DE SEM-PEIXE","MG","2025RO001899","2025-09-02","111","396000","81972","3165560","31"
"48857","2025NME000049763","2025NE002896","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252536","4","444041","23","INVESTIMENTO","40","01613376000134","MUNICIPIO DE JENIPAPO DE MINAS","MG","2025RO002971","2025-09-10","62","396000","77118","3135456","31"
"47852","2025NME000048758","2025NE003254","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252717","4","444041","31","INVESTIMENTO","40","11361250000173","SERRITA","PE","2025RO003329","2025-09-10","29","1188000","76486","2614006","26"
"47049","2025NME000047955","2025NE003293","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252904","3","334041","31","CUSTEIO","40","10212447000188","PALMARES","PE","2025RO003368","2025-09-10","27","693000","78503","2610004","26"
"50514","2025NME000051420","2025NE003710","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252755","4","444041","23","INVESTIMENTO","40","17749896000109","MUNICIPIO DE SAO JOAO DEL REI","MG","2025RO003785","2025-09-10","100","198000","79936","3162500","31"
"50598","2025NME000051504","2025NE004745","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252912","4","444041","39","INVESTIMENTO","40","91995365000159","MUNICIPIO DE NOVA HARTZ","RS","2025RO004821","2025-09-26","153","247500","80039","4313060","43"
"48427","2025NME000049333","2025NE004630","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252855","4","444041","47","INVESTIMENTO","40","13099395000173","MUNICIPIO DE UMBAUBA","SE","2025RO004706","2025-09-26","14","2475000","76139","2807600","28"
"50679","2025NME000051585","2025NE005356","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252903","4","444041","41","INVESTIMENTO","40","63786990000155","MUNICIPIO DE VALE DO PARAISO","RO","2025RO005438","2025-10-17","62","990000","80137","1101807","11"
"55561","2025NME000056467","2025NE006629","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253210","4","444041","23","INVESTIMENTO","40","16816522000104","MUNICIPIO DE JAGUARACU","MG","2025RO006711","2025-10-17","23","495000","85321","3135001","31"
"48316","2025NME000049222","2025NE000515","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252846","4","444041","37","INVESTIMENTO","40","08546103000163","BARAÚNA","RN","2025RO000588","2025-09-02","53","1287000","75977","2401453","24"
"48980","2025NME000049886","2025NE000516","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252882","4","444041","37","INVESTIMENTO","40","08349086000174","MUNICIPIO DE FELIPE GUERRA","RN","2025RO000589","2025-09-02","67","693000","77340","2403707","24"
"47050","2025NME000047956","2025NE006103","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253267","3","334041","09","CUSTEIO","40","07387343000108","MUNICIPIO DE BATURITE","CE","2025RO006185","2025-10-17","3","990000","78544","2302107","23"
"45935","2025NME000046841","2025NE006265","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252941","3","334041","43","CUSTEIO","40","01612698000169","MUNICIPIO DE ENTRE RIOS","SC","2025RO006347","2025-10-17","1459077","198000","75741","4205175","42"
"50401","2025NME000051307","2025NE006950","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253076","4","444041","25","INVESTIMENTO","40","01614112000103","MUNICIPIO DE BELTERRA","PA","2025RO007032","2025-10-17","4","198000","79778","1501451","15"
"46267","2025NME000047173","2025NE007166","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253106","3","334041","33","CUSTEIO","40","06554455000135","MUNICIPIO DE BURITI DOS LOPES","PI","2025RO007248","2025-10-17","2","1980000","76766","2202000","22"
"47936","2025NME000048842","2025NE001181","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253289","4","444041","41","INVESTIMENTO","40","84723030000116","MUNICIPIO DE PRIMAVERA DE RONDONIA","RO","2025RO001254","2025-09-02","55","1980000","75405","1101476","11"
"48104","2025NME000049010","2025NE001406","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","25223850000180","MUNICIPIO DE URUCUIA","MG","2025RO001479","2025-09-02","137","445500","75643","3170529","31"
"51191","2025NME000052097",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252768","4","444041","23","INVESTIMENTO","40","01615422000134","MUNICIPIO DE CUPARAQUE","MG",,"2025-07-29","58","693000","80785","3120839","31"
"47248","2025NME000048154",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253155","3","334041","42","CUSTEIO","40","01614081000182","MUNICIPIO DE AMAJARI","RR",,"2025-07-29","12","2475000","79039","1400027","14"
"48383","2025NME000049289","2025NE002090","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252938","4","444041","39","INVESTIMENTO","40","88073291000199","MUNICIPIO DE BAGE","RS","2025RO002163","2025-09-02","77","396000","76063","4301602","43"
"50342","2025NME000051248","2025NE002153","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252869","4","444041","05","INVESTIMENTO","40","04272670000118","SÃO GABRIEL DA CACHOEIRA","AM","2025RO002226","2025-09-02","17","262350","79695","1303809","13"
"55579","2025NME000056485","2025NE002198","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253214","4","443041","37","INVESTIMENTO","30","08241739000105","ESTADO DO RIO GRANDE DO NORTE","RN","2025RO002271","2025-09-02","31","396037.62","85339",,"24"
"47907","2025NME000048813","2025NE002253","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252483","4","444041","39","INVESTIMENTO","40","88138292000174","MUNICIPIO DE ROSARIO DO SUL","RS","2025RO002326","2025-09-02","103","396000","78240","4316402","43"
"50952","2025NME000051858","2025NE003444","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253165","4","444041","29","INVESTIMENTO","40","75741330000137","MUNICIPIO DE IVAIPORA","PR","2025RO003519","2025-09-10","59","396000","80490","4111506","41"
"45864","2025NME000046770","2025NE002780","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252908","3","334041","07","CUSTEIO","40","14198543000170","MUNICIPIO DE ITIRUCU","BA","2025RO002855","2025-09-10","23","594000","75649","2916906","29"
"45662","2025NME000046568","2025NE002786","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252649","3","334041","07","CUSTEIO","40","13682299000153","MUNICIPIO DE PAU BRASIL","BA","2025RO002861","2025-09-10","72","198000","76288","2923902","29"
"49551","2025NME000050457","2025NE002342","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252845","4","444041","27","INVESTIMENTO","40","08874935000109","SUMÉ","PB","2025RO002415","2025-09-02","22","495000","78469","2516300","25"
"52830","2025NME000053736","2025NE003776","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252615","4","444041","39","INVESTIMENTO","40","87893111000152","MUNICIPIO DE SAO LOURENCO DO SUL","RS","2025RO003851","2025-09-10","29","396000","82539","4318804","43"
"48123","2025NME000049029","2025NE003829","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252595","4","444041","15","INVESTIMENTO","40","01740505000155","MUNICIPIO DE DAMIANOPOLIS","GO","2025RO003904","2025-09-10","8","297000","75689","5206701","52"
"51340","2025NME000052246","2025NE003844","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252617","4","444041","29","INVESTIMENTO","40","76965789000187","MUNICIPIO DE CARLOPOLIS","PR","2025RO003919","2025-09-10","58","396000","80978","4104709","41"
"49057","2025NME000049963","2025NE004663","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252750","4","443041","39","INVESTIMENTO","30","87934675000196","ESTADO DO RIO GRANDE DO SUL","RS","2025RO004739","2025-09-26","61","396000","77497",,"43"
"45645","2025NME000046551","2025NE005578","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252933","3","334041","23","CUSTEIO","40","18414573000127","MUNICIPIO DE ITAOBIM","MG","2025RO005660","2025-10-17","72","742500","77259","3133303","31"
"45651","2025NME000046557","2025NE002757","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253234","3","334041","47","CUSTEIO","40","13117601000120","MUNICIPIO DE CEDRO DE SAO JOAO","SE","2025RO002832","2025-09-10","49","990000","76264","2801603","28"
"46191","2025NME000047097","2025NE004580","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253228","3","334041","47","CUSTEIO","40","13117320000178","MUNICIPIO DE PROPRIA","SE","2025RO004656","2025-09-26","34","297000","76568","2805703","28"
"52585","2025NME000053491","2025NE005597","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252568","4","444041","39","INVESTIMENTO","40","87502886000150","MUNICIPIO DE PARAI","RS","2025RO005679","2025-10-17","60","396982.08","82294","4314001","43"
"54382","2025NME000055288","2025NE000518","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252907","4","444041","07","INVESTIMENTO","40","13682398000135","MUNICIPIO DE CAMACAN","BA","2025RO000591","2025-09-02","63","396000","84126","2905602","29"
"47974","2025NME000048880","2025NE002349","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252516","4","444041","07","INVESTIMENTO","40","13809397000109","RIBEIRA DO POMBAL","BA","2025RO002422","2025-09-02","3","730612.08","79268","2926608","29"
"48109","2025NME000049015","2025NE002902","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252572","4","444041","31","INVESTIMENTO","40","11097359000145","MUNICIPIO DE JOAO ALFREDO","PE","2025RO002977","2025-09-10","12","396000","76514","2608107","26"
"48124","2025NME000049030","2025NE003043","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252595","4","444041","15","INVESTIMENTO","40","01740505000155","MUNICIPIO DE DAMIANOPOLIS","GO","2025RO003118","2025-09-10","8","693000","75690","5206701","52"
"46829","2025NME000047735","2025NE003518","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253147","3","334041","27","CUSTEIO","40","08920571000156","MUNICIPIO DE BOM SUCESSO","PB","2025RO003593","2025-09-10","5","198000","78005","2502300","25"
"55712","2025NME000056618","2025NE003709","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253266","4","444041","29","INVESTIMENTO","40","76178037000176","MUNICIPIO DE GUARAPUAVA","PR","2025RO003784","2025-09-10","1460293","990000","85472","4109401","41"
"49994","2025NME000050900",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253168","4","444041","43","INVESTIMENTO","40","83102350000196","MUNICIPIO DE BOTUVERA","SC",,"2025-07-29","56","198000","79195","4202701","42"
"48085","2025NME000048991","2025NE000195","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","17749912000163","MUNICIPIO DE RESENDE COSTA","MG","2025RO000268","2025-09-02","144","495000","75618","3154200","31"
"54182","2025NME000055088","2025NE000312","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252821","4","444041","39","INVESTIMENTO","40","92465210000173","MUNICIPIO DE DOUTOR MAURICIO CARDOSO","RS","2025RO000385","2025-09-02","80","396000","83918","4306734","43"
"54596","2025NME000055502","2025NE001133","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252940","4","444041","43","INVESTIMENTO","40","83102343000194","BRUSQUE","SC","2025RO001206","2025-09-02","11","495000","84345","4202909","42"
"49293","2025NME000050199","2025NE001279","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253147","4","444041","27","INVESTIMENTO","40","08920571000156","MUNICIPIO DE BOM SUCESSO","PB","2025RO001352","2025-09-02","4","396000","78006","2502300","25"
"45814","2025NME000046720","2025NE005576","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252572","3","334041","31","CUSTEIO","40","11097359000145","MUNICIPIO DE JOAO ALFREDO","PE","2025RO005658","2025-10-17","144","198000","76513","2608107","26"
"51152","2025NME000052058","2025NE002374","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253105","4","444041","43","INVESTIMENTO","40","82837741000196","MUNICIPIO DE MELEIRO","SC","2025RO002447","2025-09-02","19","495000","80741","4210803","42"
"46531","2025NME000047437","2025NE002795","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252943","3","334041","47","CUSTEIO","40","32846347000146","MUNICIPIO DE SANTANA DO SAO FRANCISCO","SE","2025RO002870","2025-09-10","6","990000","77428","2806404","28"
"51346","2025NME000052252","2025NE002473","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252617","4","444041","29","INVESTIMENTO","40","95640652000105","MUNICIPIO DE CAFEZAL DO SUL","PR","2025RO002546","2025-09-02","48","495000","80984","4103479","41"
"48352","2025NME000049258","2025NE002385","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252848","4","444041","42","INVESTIMENTO","40","04056248000125","MUNICIPIO DE SAO JOAO DA BALIZA","RR","2025RO002458","2025-09-02","24","227700","76021","1400506","14"
"53853","2025NME000054759","2025NE002452","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252784","4","444041","03","INVESTIMENTO","40","12198701000166","MUNICIPIO DE CAMPO GRANDE","AL","2025RO002525","2025-09-02","1436925","396000","83592","2701506","27"
"51360","2025NME000052266","2025NE002465","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253089","4","443041","01","INVESTIMENTO","30","63606479000124","ESTADO DO ACRE","AC","2025RO002538","2025-09-02","59","198000","81002",,"12"
"53314","2025NME000054220","2025NE002476","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252712","4","444041","25","INVESTIMENTO","40","04880258000180","MUNICIPIO DE MARACANA","PA","2025RO002549","2025-09-02","41","990000","83044","1504307","15"
"52982","2025NME000053888","2025NE002501","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252645","4","444041","09","INVESTIMENTO","40","23555196000186","MUNICIPIO DE HORIZONTE","CE","2025RO002574","2025-09-02","1","1980000","82694","2305233","23"
"55593","2025NME000056499","2025NE002521","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253214","4","444041","37","INVESTIMENTO","40","08290223000142","MUNICIPIO DE PUREZA","RN","2025RO002594","2025-09-02","36","396037.62","85353","2410405","24"
"51399","2025NME000052305","2025NE002538","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252527","4","444041","31","INVESTIMENTO","40","11358116000113","MUNICIPIO DE SERTANIA","PE","2025RO002611","2025-09-02","31","990000","81056","2614105","26"
"45971","2025NME000046877","2025NE002813","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252884","3","334041","42","CUSTEIO","40","04056248000125","MUNICIPIO DE SAO JOAO DA BALIZA","RR","2025RO002888","2025-09-10","4","1485000","75807","1400506","14"
"46850","2025NME000047756","2025NE002814","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252655","3","334041","47","CUSTEIO","40","13101308000175","MUNICIPIO DE NOSSA SENHORA APARECIDA","SE","2025RO002889","2025-09-10","8","594000","78064","2804458","28"
"51070","2025NME000051976","2025NE005408","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252925","4","443041","43","INVESTIMENTO","30","82951229000176","ESTADO DE SANTA CATARINA","SC","2025RO005490","2025-10-17","161","396000","80633",,"42"
"49224","2025NME000050130",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252424","4","444041","33","INVESTIMENTO","40","01612599000187","MUNICIPIO DE NOVA SANTA RITA","PI",,"2025-07-29","45","297000","77834","2207959","22"
"55486","2025NME000056392","2025NE002649","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253166","4","443041","23","INVESTIMENTO","30","18715615000160","ESTADO DE MINAS GERAIS","MG","2025RO002722","2025-09-02","28","1356300","85246",,"31"
"48168","2025NME000049074","2025NE003729","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252733","4","444041","43","INVESTIMENTO","40","82538851000157","MUNICIPIO DE IMARUI","SC","2025RO003804","2025-09-10","15","396000","83240","4207205","42"
"45808","2025NME000046714",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252693","3","334041","07","CUSTEIO","40","13982624000101","MUNICIPIO DE PINDAI","BA",,"2025-07-29","48","297000","75555","2924504","29"
"48170","2025NME000049076","2025NE000587","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252939","4","444041","41","INVESTIMENTO","40","15845365000194","MUNICIPIO DE SANTA LUZIA D'OESTE","RO","2025RO000660","2025-09-02","57","594000","75771","1100296","11"
"48861","2025NME000049767","2025NE000821","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252536","4","444041","23","INVESTIMENTO","40","18715417000104","MUNICIPIO DE JABOTICATUBAS","MG","2025RO000894","2025-09-02","65","934159.05","77126","3134608","31"
